IUSA Number,Y2019,Y2020,Y2021
73-723-0833,1,1,1
73-729-7691,1,1,1
73-734-8445,1,1,1
73-734-8481,1,1,1
73-734-8500,1,1,1
73-735-9997,1,1,1
73-737-9952,1,0,0
73-740-8320,1,1,1
73-748-7616,0,1,1
73-755-9629,1,1,1
73-761-4237,1,1,1
73-777-1825,1,1,1
73-785-4739,1,1,1
73-790-7078,0,2,0
73-793-0380,1,1,1
73-794-4665,0,1,1
73-794-4668,1,1,1
73-798-4753,1,1,1
73-798-4755,1,1,1
73-821-7717,1,1,1
73-832-4440,1,1,0
73-837-9710,1,1,1
73-839-7203,0,1,1
73-842-5227,1,1,1
73-842-6228,1,0,0
73-847-5897,1,1,1
73-853-1203,1,1,1
73-859-4412,1,1,1
73-863-4201,1,1,1
73-863-5213,1,1,1
73-869-7906,1,1,1
73-872-2304,1,1,1
73-880-3783,1,1,1
73-881-4234,1,1,1
73-883-2756,1,0,0
73-896-8495,1,1,1
73-906-0455,1,1,1
73-911-3599,0,1,1
73-913-6626,1,1,1
73-917-4619,1,1,1
73-917-4699,1,1,1
73-921-7218,1,1,1
73-928-8422,1,1,1
73-982-5915,1,1,1
73-985-2966,1,1,0
73-991-6854,0,1,1
73-999-4997,0,0,1
74-006-7247,0,0,1
74-006-7655,0,0,1
74-006-8270,1,0,0
74-013-8622,0,0,1
74-013-8939,1,0,0
74-020-6570,0,1,0
74-033-1654,1,0,0
74-033-2177,0,1,1
74-035-1836,0,1,1
74-039-6340,0,1,1
74-046-2468,1,1,1
74-053-3933,1,1,1
74-067-3888,1,1,1
74-079-4421,0,1,1
74-099-0390,1,1,0
74-099-2030,1,1,1
74-110-3645,0,0,1
74-118-5362,0,0,1
74-118-5555,0,1,1
74-130-8093,0,1,1
74-143-6808,0,0,1
74-143-7259,0,1,1
74-147-3088,1,1,1
74-150-7670,0,0,1
74-153-8261,0,0,1
74-153-9352,0,0,1
74-160-2151,0,1,1
74-166-5188,0,1,0
74-166-5190,1,1,1
74-168-3902,0,1,1
74-170-1174,1,1,1
74-177-4866,0,1,1
74-184-8008,1,1,1
74-193-3373,0,1,1
74-201-4650,0,1,1
74-216-8110,0,1,1
74-220-4021,1,1,1
74-260-8571,1,1,1
74-262-4859,1,1,1
74-268-9713,0,0,1
74-270-8059,1,1,1
74-279-7019,1,1,1
74-283-3027,1,1,1
74-285-0138,1,1,1
74-359-9387,1,1,1
74-366-9860,1,1,1
74-370-0352,1,1,1
74-372-2086,1,1,1
74-372-2130,1,1,1
74-376-2019,1,1,1
74-378-8297,1,1,1
74-383-2554,0,1,0
74-385-3885,1,1,1
74-387-1818,1,1,1
74-391-1649,0,1,1
74-392-1945,1,1,0
74-412-4841,0,0,1
74-434-0607,1,1,1
74-434-5219,1,1,1
74-441-6798,0,1,1
74-444-0237,0,0,1
74-457-4238,0,1,1
74-467-0630,0,1,1
74-468-1893,0,1,1
74-472-5146,0,1,1
74-474-1817,0,1,1
74-474-1843,0,1,1
74-476-9072,0,1,1
74-481-1573,0,1,1
74-482-4112,0,1,1
74-482-5737,0,1,1
74-487-8996,0,1,0
74-487-9160,0,1,1
74-489-6405,0,1,0
74-490-7732,0,1,1
74-493-6024,0,1,1
74-620-2534,0,1,1
74-645-6500,0,1,1
74-659-2446,0,1,1
74-668-0766,0,1,1
74-668-0767,0,1,1
74-672-5574,0,1,1
74-672-5575,0,1,1
74-680-5478,0,1,1
74-681-8771,0,1,1
74-686-2894,0,1,1
74-699-0547,0,1,1
74-713-0435,0,1,1
74-716-3958,0,1,1
74-728-3827,0,1,1
74-732-3383,0,1,1
74-735-2123,0,1,1
74-756-6028,0,1,1
74-761-6246,0,1,1
74-772-8489,0,1,1
74-772-8530,0,1,1
74-773-0193,0,1,1
74-777-9061,0,1,1
74-788-3408,0,0,1
74-813-8269,0,1,1
74-813-8836,0,2,2
74-818-4837,0,1,1
74-820-6918,0,1,1
74-823-2621,0,1,1
74-827-6903,0,1,1
74-836-8864,0,1,1
74-855-1433,0,1,1
74-855-1437,0,1,1
74-904-1017,0,1,1
74-907-5363,0,1,1
74-924-3787,0,1,1
74-927-6308,0,1,1
74-959-9715,0,1,1
74-962-7305,0,1,1
74-979-6007,0,1,1
74-994-5575,0,0,2
75-046-7777,0,0,1
75-046-7788,0,0,1
75-049-8369,0,0,1
75-050-2675,0,0,1
75-050-8936,0,0,1
75-072-6644,0,0,1
75-134-0203,0,0,1
75-140-8656,0,0,1
75-150-6733,0,0,1
75-165-2051,0,0,1
75-165-2053,0,0,1
75-165-2063,0,0,1
75-177-6951,0,0,1
75-258-7034,0,0,1
75-262-0939,0,0,1
75-306-0469,0,0,1
75-306-0726,0,0,1
75-379-8194,0,0,1
75-386-3333,0,0,1
75-390-2909,0,0,1
75-390-2951,0,0,1
75-394-2844,0,0,1
75-579-4177,0,0,1
75-619-5473,0,0,1
75-624-6957,0,0,1
75-624-6970,0,0,1
75-624-7005,0,0,1
75-730-6926,0,0,1
75-738-6718,0,0,1
75-746-8253,0,0,1
75-788-7207,0,0,1
75-830-0915,0,0,1
75-831-2067,0,0,1
75-831-7326,0,0,1
75-898-0215,0,0,1
75-945-1229,0,0,1
83-128-4567,1,0,0
83-129-2917,1,1,1
83-129-3279,1,1,1
83-129-4665,1,1,1
83-131-6005,1,1,1
83-131-8340,1,1,0
83-135-6274,1,1,1
83-139-4465,1,0,0
83-139-8243,1,1,1
83-142-4700,1,1,1
83-143-2075,1,1,1
83-143-2570,1,1,1
83-146-0035,1,1,1
83-146-0274,1,1,1
83-146-3724,1,1,1
83-146-7584,1,1,1
83-146-7659,1,1,1
83-146-7915,1,1,1
83-147-0059,1,1,1
83-147-1735,1,1,1
83-147-5009,1,1,0
83-147-6239,1,1,1
83-147-7369,1,0,0
83-148-5065,1,1,0
83-151-2017,1,1,1
83-152-2693,1,1,1
83-152-3147,1,1,1
83-153-1223,1,0,0
83-153-1488,1,1,1
83-153-2221,1,1,1
83-153-9713,1,1,1
83-153-9879,1,1,1
83-161-2510,1,1,1
83-162-3731,1,1,1
83-163-4928,1,1,1
83-164-0990,1,1,1
83-164-1675,1,1,1
83-165-5469,1,0,0
83-168-1572,1,1,1
83-168-2489,1,1,0
83-171-2005,1,1,1
83-171-4217,1,1,1
83-175-2738,1,1,1
83-176-5334,1,1,1
83-179-2759,1,1,1
83-180-4521,1,1,1
83-185-6182,1,1,1
83-185-6448,1,1,1
83-186-1653,1,1,1
83-186-4673,1,1,1
83-189-2864,1,0,0
83-189-4639,1,1,1
83-190-2515,1,1,1
83-190-8710,1,1,1
83-191-3561,1,1,1
83-191-3603,1,1,1
83-191-9949,1,1,0
83-192-1465,1,1,1
83-192-4899,1,1,1
83-193-5184,1,1,1
83-202-3188,1,1,1
83-202-8336,1,1,0
83-203-2056,1,1,1
83-203-4961,0,1,1
83-204-4556,1,1,1
83-204-7039,1,1,1
83-204-9357,1,1,1
83-205-6857,1,1,1
83-206-3465,1,1,1
83-206-4638,1,1,1
89-981-3299,1,1,1
89-981-8314,1,1,1
89-981-8330,1,1,1
89-982-1904,1,1,1
89-982-2035,1,1,1
89-982-3868,1,1,1
89-982-9600,1,1,1
89-982-9808,1,1,1
89-983-0681,1,1,1
89-983-1598,1,1,1
89-983-4097,1,1,1
89-983-5268,1,1,1
89-983-7488,1,1,1
89-983-9310,1,1,1
89-983-9369,1,1,1
89-984-0425,1,1,1
89-984-0672,1,1,1
89-984-0797,1,0,0
89-984-1027,1,1,1
89-984-1118,1,1,1
89-984-2512,1,1,1
92-912-2406,1,1,1
93-240-4361,1,0,0
93-495-7838,1,1,1
94-392-9356,1,1,1
94-392-9398,1,1,1
94-607-9522,1,1,1
94-608-9208,1,1,1
94-608-9505,1,1,1
94-608-9539,1,1,1
94-610-1110,1,1,1
94-610-4882,1,0,0
94-612-6802,1,1,1
94-612-6950,1,1,1
94-612-7164,1,1,1
94-613-1307,1,1,1
94-615-1743,1,1,1
94-615-7658,1,1,1
94-615-7674,1,1,1
94-617-9652,1,1,1
94-618-0064,1,1,1
94-622-1181,1,1,1
94-622-2551,1,1,1
94-622-8715,1,1,1
94-623-5116,1,1,1
94-623-7807,1,1,1
94-623-7831,1,1,1
94-623-7849,1,1,1
94-625-0123,1,1,1
94-625-7300,1,1,1
94-626-2813,1,1,1
94-628-6465,1,1,1
94-628-6523,1,1,1
94-631-1180,0,1,1
95-023-9947,1,1,1
96-746-1476,1,1,1
96-746-1625,1,1,1
96-920-5491,1,1,1
97-476-9622,1,1,1
97-477-3756,1,1,1
97-477-7575,1,1,1
97-478-5388,1,1,1
97-478-6386,1,1,1
97-478-6402,1,1,1
97-478-6717,0,1,1
97-479-0974,1,1,1
97-479-1253,1,1,1
97-481-6936,1,1,1
97-494-3359,1,1,1
97-494-4423,1,1,1
97-494-4514,1,1,1
97-497-8744,1,0,0
97-498-9733,1,1,1
97-500-8285,1,1,1
97-500-9226,1,1,1
97-509-2321,1,0,1
97-509-2370,1,1,1
97-509-2933,1,1,1
97-510-3086,1,1,1
97-512-2219,1,1,1
97-981-8606,1,1,1
98-137-6122,1,1,1
98-137-6213,1,1,1
98-137-6593,1,1,1
98-137-6833,1,1,1
98-241-1282,1,1,1
98-241-1456,1,1,1
98-922-0892,1,1,1
